,WTS,YR,DOY,RAD,MINT,MAXT,VPR,WIND,RAIN,AHA,OKTA
2563,1,2005,2563,3582,4.9,11.7,0.908,1.9,0,0.8805792,5.672703
2564,1,2005,2564,6672,2.5,10.1,0.793,2.1,0,0.8739554,0.8316547
2565,1,2005,2565,5719,-0.7,12.9,0.768,2.3,0,0.8671399,2.685608
2566,1,2005,2566,4543,6.5,12.8,0.828,1.4,0,0.8601484,4.56559
2567,1,2005,2567,7360,-1,12.2,0.728,1.6,0,0.8529965,0
2568,1,2005,2568,6985,-1.1,11.2,0.713,1.5,0.6,0.8456998,0.8594939
2569,1,2005,2569,2760,4.3,8.1,0.868,1.7,1.2,0.877322,6.854139
2570,1,2005,2570,5192,4.5,7.5,0.773,2,0,0.8689813,3.977748
2571,1,2005,2571,2753,-1.5,0.6,0.593,1.9,0,0.8605392,6.97363
2572,1,2005,2572,4485,-2.3,2.9,0.578,1.8,0,0.8520114,5.159003
2573,1,2005,2573,3674,-2.2,2.7,0.598,1.4,0,0.8434135,6.13527
2574,1,2005,2574,4604,-3.3,4.1,0.578,1.3,0,0.8347603,5.158624
2575,1,2005,2575,3038,-1.6,7.4,0.703,4.8,8,0.8260659,6.828489
2576,1,2005,2576,3920,1,7,0.683,3.9,3,0.8173439,6.014303
2577,1,2005,2577,2944,0.9,9.6,0.908,4.1,2.2,0.8086072,6.953738
2578,1,2005,2578,2979,7.7,10,0.983,4.9,7,0.799868,6.948906
2579,1,2005,2579,3016,4.6,6,0.798,2.1,22,0.7911379,6.982847
2580,1,2005,2580,4331,1.3,3.8,0.628,4.1,11.2,0.7824279,5.850103
2581,1,2005,2581,5230,-2.5,1.2,0.478,5.4,1,0.773748,5.040373
2582,1,2005,2582,6415,-4.3,-1,0.383,6.4,0.2,0.7651079,3.84081
2583,1,2005,2583,4866,-4.7,-1.5,0.343,7.5,1.4,0.7903083,5.627162
2584,1,2005,2584,8648,-5.8,-1.7,0.323,5.4,0.2,0.7808905,1.29513
2585,1,2005,2585,3258,-7,-1.6,0.408,1.7,0,0.7715559,7.082299
2586,1,2005,2586,8230,-6.1,-1.1,0.338,4.5,0,0.7623121,2.183094
2587,1,2005,2587,4886,-8.8,-1.7,0.343,4.1,0,0.7531658,5.885533
2588,1,2005,2588,3392,-2.1,1.8,0.588,2.8,0.4,0.7441232,7.063302
2589,1,2005,2589,4240,0.9,5.6,0.663,3.9,0.2,0.7351898,6.44987
2590,1,2005,2590,3561,-0.7,3.7,0.658,2.6,1,0.7263706,7.008551
2591,1,2005,2591,4687,1.4,6,0.663,3.5,0,0.7176699,6.203096
2592,1,2005,2592,3735,-1.7,2.6,0.568,1.4,0,0.7090916,6.982974
2593,1,2005,2593,6575,-5.1,2.6,0.533,1.1,0,0.700639,4.758172
2594,1,2005,2594,5438,-2.6,5.2,0.628,1.7,0,0.6923149,5.797927
2595,1,2005,2595,6276,-0.9,7.2,0.648,1.3,0,0.7129386,5.163999
2596,1,2005,2596,10663,-2,11.8,0.583,1.5,0,0.7040714,0.7604895
2597,1,2005,2597,10350,-3.2,10.5,0.613,1,0,0.6953632,1.306979
2598,1,2005,2598,4652,-2.2,10,0.683,1.9,0,0.6868149,6.608919
2599,1,2005,2599,3956,2.5,7.1,0.883,3.1,16,0.6784269,7.068125
2600,1,2005,2600,4012,7.1,12.1,1.063,5.5,2.4,0.6701993,7.049165
2601,1,2005,2601,4883,4.6,7.2,0.678,6.3,8,0.662132,6.60753
2602,1,2005,2602,4455,-0.3,3.2,0.598,6.4,0.6,0.6542244,6.932881
2603,1,2005,2603,6380,0.2,1.9,0.538,5.9,0,0.6464759,5.753235
2604,1,2005,2604,5831,-1.2,1.3,0.443,6.4,0,0.6388855,6.218617
2605,1,2005,2605,5613,-3.1,0.8,0.433,4.9,0,0.656811,6.415387
2606,1,2005,2606,4705,-1.7,0.7,0.423,3.5,2,0.6488184,6.989412
2607,1,2005,2607,4855,-2.6,3.1,0.563,3.8,1,0.6410042,6.920356
2608,1,2005,2608,5829,-1.4,1.6,0.538,3.6,1,0.6333662,6.41906
2609,1,2005,2609,6338,-1.3,2,0.513,3.4,0,0.6259017,6.178275
2610,1,2005,2610,5229,-4,1.1,0.473,1.8,0.1,0.6186082,6.86274
2611,1,2005,2611,5965,-3.6,1.2,0.468,1.6,0.5,0.6114829,6.513219
2612,1,2005,2612,5503,-5.4,0.8,0.453,1.3,0.2,0.604523,6.808961
2613,1,2005,2613,10322,-5.6,2.8,0.418,1.6,0,0.5977256,3.878809
2614,1,2005,2614,10249,-7.1,2.3,0.408,2.4,0,0.613845,4.049782
2615,1,2005,2615,4935,-4.4,-0.6,0.393,4.8,1,0.6067352,7.207923
2616,1,2005,2616,14595,-8.1,-2.1,0.243,5.8,0,0.5998016,1.080342
2617,1,2005,2617,14881,-12.3,0.7,0.243,1.2,0,0.5930407,1.020399
2618,1,2005,2618,14321,-11.2,5.2,0.303,2.3,0,0.5864484,1.583824
2619,1,2005,2619,5248,-1.5,4.2,0.478,2.4,0,0.5800211,7.185172
2620,1,2005,2620,5987,-3,0.7,0.513,3.7,0,0.5737551,6.887822
2621,1,2005,2621,6108,-2.6,2.4,0.548,3.8,0.6,0.5676466,6.864695
2622,1,2005,2622,5696,-1.5,1.1,0.463,4.6,0,0.561692,7.095619
2623,1,2005,2623,5473,-6.9,0.6,0.468,3.2,0.2,0.5762728,7.218345
2624,1,2005,2624,5591,-1.3,4.5,0.633,3.3,0.2,0.5700743,7.175296
2625,1,2005,2625,5610,0.8,5.1,0.648,2.3,0,0.5640389,7.196447
2626,1,2005,2626,7437,1.1,6.5,0.608,2.5,0,0.5581623,6.462578
2627,1,2005,2627,12266,-1.1,8.2,0.528,2.5,0,0.5524405,4.010444
2628,1,2005,2628,6327,-1.2,8.4,0.608,3.4,0.8,0.5468694,7.011814
2629,1,2005,2629,14242,-1.7,8.4,0.553,1.7,0.2,0.5414451,2.981653
2630,1,2005,2630,11892,-3.5,13.6,0.578,1.6,0,0.5361638,4.473564
2631,1,2005,2631,17044,0.2,18.6,0.823,1.4,0,0.5310217,1.166504
2632,1,2005,2632,17503,1.1,16.7,0.823,1.7,0,0.5443308,0.9932687
2633,1,2005,2633,17282,3.5,22,0.923,2,0,0.5389965,1.237583
2634,1,2005,2634,18115,4.6,21.2,1.048,1.8,0.2,0.5338076,0.7209705
2635,1,2005,2635,17624,3.4,22.2,0.933,1.9,0,0.5287601,1.293589
2636,1,2005,2636,18034,5.1,20.7,1.078,1.8,0.2,0.52385,1.069188
2637,1,2005,2637,11854,4.4,19.5,1.023,2.8,0,0.5190735,4.873327
2638,1,2005,2638,6519,11.5,12.4,1.018,3.9,17.2,0.5144268,7.17983
2639,1,2005,2639,11680,5.2,18.2,1.073,1.8,0,0.5099065,5.077827
2640,1,2005,2640,6659,8.1,14.5,1.158,1.6,4.2,0.5055089,7.168231
2641,1,2005,2641,8223,5.5,14.9,1.138,1.4,0.2,0.5177908,6.638638
2642,1,2005,2642,9863,7.4,18.2,1.143,1.9,5,0.5132406,6.032005
2643,1,2005,2643,8046,8.9,14.8,1.138,2,5.4,0.5088175,6.770061
2644,1,2005,2644,8460,8.7,15.6,1.123,2.4,0.4,0.5045179,6.655219
2645,1,2005,2645,8651,5.5,15.3,1.083,2.4,4,0.5003382,6.624872
2646,1,2005,2646,11635,6.9,14.3,1.023,1.7,0.9,0.4962751,5.51263
2647,1,2005,2647,10583,7.2,13.5,1.033,3.9,0.8,0.4923252,5.982801
2648,1,2005,2648,16367,3.6,17.3,0.983,1.3,0,0.4884854,3.458419
2649,1,2005,2649,20185,4.2,19,0.813,3.3,0,0.4847525,1.582421
2650,1,2005,2650,16015,5.2,18.3,0.733,2.2,0,0.4962234,3.895581
2651,1,2005,2651,18405,6.3,18.7,0.728,2.3,3,0.4923688,2.802646
2652,1,2005,2652,10364,7.9,16.7,0.988,1.9,0.2,0.4886243,6.265019
2653,1,2005,2653,13513,6.2,19.3,1.033,4,1.2,0.4849867,5.087874
2654,1,2005,2654,7679,9.9,11.9,1.128,5,10,0.4814532,7.173802
2655,1,2005,2655,11376,6.3,12.4,0.803,4.2,0.6,0.4780206,6.050381
2656,1,2005,2656,9007,2.1,6.1,0.563,7.3,0,0.4746861,6.899903
2657,1,2005,2657,11122,0.1,10.7,0.653,5.7,0,0.4714471,6.239527
2658,1,2005,2658,16686,4.8,14.4,0.678,6.1,0,0.4683008,4.154716
2659,1,2005,2659,9797,3.4,13.9,0.783,3,0,0.4652447,6.695542
2660,1,2005,2660,10867,3.9,15.3,0.943,1.8,0,0.4759086,6.356758
2661,1,2005,2661,18450,5.3,19.7,0.898,2.5,6,0.4727608,3.478572
2662,1,2005,2662,8262,5.2,7.8,0.863,3,8,0.4697056,7.192063
2663,1,2005,2663,8202,3.8,6.1,0.858,4.5,38,0.4667404,7.226281
2664,1,2005,2664,8264,4.8,9.2,0.853,5.7,0.6,0.4638626,7.22722
2665,1,2005,2665,8326,4.7,11.7,0.968,1.8,6,0.46107,7.214301
2666,1,2005,2666,13606,4.2,13.3,0.883,2.4,3.4,0.4583601,5.643218
2667,1,2005,2667,13871,3.8,13.3,0.823,3.7,0,0.4557307,5.601305
2668,1,2005,2668,14447,5.4,13.7,0.823,2.4,0,0.4531796,5.437339
2669,1,2005,2669,21554,0.4,17.8,0.793,1.8,0.8,0.4634291,2.671753
2670,1,2005,2670,9381,9.5,16.4,1.148,2.8,8,0.4608068,6.995245
2671,1,2005,2671,9694,8.8,13.6,1.223,1.8,21,0.4582649,6.918792
2672,1,2005,2672,13234,8.2,14.9,1.128,2.5,1.2,0.4558013,5.899162
2673,1,2005,2673,21113,6.1,19.2,1.078,2,2,0.4534137,2.980961
2674,1,2005,2674,11908,10.7,17.6,1.158,1.7,0.4,0.4511003,6.354473
2675,1,2005,2675,14525,7.4,22,1.193,1.3,0,0.4488591,5.549177
2676,1,2005,2676,24511,8.6,25.7,1.333,1.7,0.2,0.4466881,1.513315
2677,1,2005,2677,24604,9.1,27.9,1.323,1.6,0,0.4445856,1.541493
2678,1,2005,2678,22701,11,27.9,1.058,3.1,0,0.4425499,2.585681
2679,1,2005,2679,13055,15.2,23.3,1.013,4.6,0,0.4405791,6.146323
2680,1,2005,2680,11757,13.2,19.2,1.343,2.3,9,0.4503409,6.489781
2681,1,2005,2681,13757,9.9,15.6,1.158,3.5,2.2,0.4483247,5.952178
2682,1,2005,2682,11156,9.4,13.6,1.068,4.5,0,0.4463753,6.724988
2683,1,2005,2683,11989,6.1,14.5,1.043,2.9,0,0.4444911,6.520095
2684,1,2005,2684,10675,8.5,15.8,1.093,2.6,0,0.4426705,6.875462
2685,1,2005,2685,22729,4.9,15.7,0.813,2.2,0,0.4409119,3.033026
2686,1,2005,2686,20380,3.1,15.6,0.763,1.8,0,0.4392137,3.9878
2687,1,2005,2687,17370,4.8,16.2,0.738,2.8,0,0.4375746,5.06156
2688,1,2005,2688,26804,2.1,17.4,0.698,3.1,0,0.4359931,1.543747
2689,1,2005,2689,18073,3.2,20.5,1.028,2.1,1.2,0.434468,4.792287
2690,1,2005,2690,14973,11.6,23,1.363,1.9,4,0.4329977,5.7286
2691,1,2005,2691,15220,11.8,18.9,1.263,2.6,0.2,0.4425584,5.690741
2692,1,2005,2692,19226,9.1,20.2,1.123,1.4,0.2,0.4410665,4.447615
2693,1,2005,2693,19740,10.9,18.1,1.148,2,0.2,0.4396315,4.286725
2694,1,2005,2694,15695,6.7,18.6,1.038,3.4,0,0.4382521,5.646886
2695,1,2005,2695,20309,4.6,15.5,0.773,3.8,0,0.4369271,4.267581
2696,1,2005,2696,26922,2.7,20.2,0.858,1.3,0,0.4356553,1.742721
2697,1,2005,2697,25966,6,27.2,1.188,2.2,14,0.4344355,2.005278
2698,1,2005,2698,12944,12.6,21,1.478,1.8,19,0.4332668,6.403667
2699,1,2005,2699,10320,11.4,14.6,1.363,2,21,0.4321479,7.082744
2700,1,2005,2700,19010,9.8,17.8,1.113,2.6,0.8,0.4310781,4.696316
2701,1,2005,2701,28779,5.6,21.3,1.023,1.8,0,0.4300562,1.035938
2702,1,2005,2702,24625,7.5,25.5,1.243,1.3,0.2,0.4290814,2.673753
2703,1,2005,2703,28271,10.5,29.5,1.463,1.5,0,0.4281528,1.090911
2704,1,2005,2704,29249,11.9,30.7,1.418,2.3,0,0.4272696,0.7117357
2705,1,2005,2705,26280,14.2,28.8,1.423,1.8,0,0.426431,2.009027
2706,1,2005,2706,27992,14.6,30,1.733,2.2,4,0.4256362,1.178503
2707,1,2005,2707,15109,15.8,18.8,1.468,3.5,2,0.4248846,5.898903
2708,1,2005,2708,28868,7.3,20.2,1.058,3.1,0,0.4343405,1.176799
2709,1,2005,2709,28031,7.4,21.6,1.078,2.7,0,0.4336099,1.538984
2710,1,2005,2710,29738,8.7,24.8,1.208,1.8,0,0.4329247,0.7640627
2711,1,2005,2711,22591,11.1,28.8,1.583,2.5,9,0.4322843,3.49269
2712,1,2005,2712,19663,13,20,1.273,2.9,0,0.4316881,4.601942
2713,1,2005,2713,18076,11.2,20.2,1.173,3.1,0.2,0.4311354,5.13515
2714,1,2005,2714,11179,12.9,18.2,1.393,2.1,1,0.4306258,6.958287
2715,1,2005,2715,21340,13.1,18.5,1.113,4.5,0,0.4301587,4.119542
2716,1,2005,2716,28885,5.2,19,0.793,4.3,0,0.4297338,1.468226
2717,1,2005,2717,24268,7.6,21,0.808,4.4,0,0.4293505,3.235088
2718,1,2005,2718,29864,8.8,20.5,0.803,3,0,0.4290086,1.080906
2719,1,2005,2719,29544,6.9,22.9,1.003,1.6,0,0.4287077,1.098239
2720,1,2005,2720,25790,9.2,25.1,1.308,1.4,6,0.4284474,2.470776
2721,1,2005,2721,17666,12.5,24.1,1.618,2.3,14,0.4282277,5.203688
2722,1,2005,2722,12358,14,18.9,1.658,2.1,8.4,0.4280482,6.665452
2723,1,2005,2723,20978,10.5,23.6,1.433,1.7,0,0.4279087,4.1851
2724,1,2005,2724,14793,15.2,24,1.583,2.5,0,0.4278092,6.043871
2725,1,2005,2725,28997,12.9,27,1.663,2.6,0,0.4277496,1.021374
2726,1,2005,2726,29808,15.5,28.9,1.888,1.9,0.2,0.4277297,0.5657393
2727,1,2005,2727,29878,15.7,29.9,1.843,1.7,0.2,0.4277496,0.5519398
2728,1,2005,2728,28667,14.5,31.3,1.793,1.7,0,0.4278092,1.1016
2729,1,2005,2729,21266,16.9,30.6,2.068,2,0,0.4279087,3.920717
2730,1,2005,2730,27452,18.8,32.1,1.943,2.1,0,0.4280482,1.550614
2731,1,2005,2731,24823,19.4,33.2,2.078,1.6,2.2,0.4282277,2.57436
2732,1,2005,2732,22197,17.9,32.6,1.958,2.5,2.6,0.4284474,3.598929
2733,1,2005,2733,21040,16.4,29.7,1.958,1.1,0,0.4287077,4.006092
2734,1,2005,2734,27358,16.8,28,2.088,1.7,0,0.4290086,1.500997
2735,1,2005,2735,27615,18.7,34.9,2.103,1.7,0,0.4293505,1.372748
2736,1,2005,2736,21354,18.7,34,2.043,2,0,0.4297338,3.850537
2737,1,2005,2737,15429,18.6,26.5,1.913,2,2,0.4301587,5.783385
2738,1,2005,2738,15351,15.4,24.6,1.578,2.5,4,0.4306258,5.850087
2739,1,2005,2739,19163,13.6,22.2,1.338,3.3,0,0.4311354,4.737118
2740,1,2005,2740,16017,16.1,24.5,1.633,1.7,0.2,0.4316881,5.635186
2741,1,2005,2741,29058,14.4,29.1,1.728,1.7,0,0.4322843,0.7829227
2742,1,2005,2742,12556,17,20.8,1.553,3,9,0.4329247,6.578648
2743,1,2005,2743,25055,9.5,21.4,1.083,2.6,2,0.4336099,2.684685
2744,1,2005,2744,13040,13,20.3,1.388,3.3,9,0.4343405,6.462022
2745,1,2005,2745,11881,11.9,17.5,1.283,2.8,2.6,0.4248846,6.759859
2746,1,2005,2746,10923,12.2,16.9,1.338,2,3.2,0.4256362,6.977327
2747,1,2005,2747,12975,11.5,18.7,1.383,1.9,0.4,0.426431,6.456369
2748,1,2005,2748,23044,12.1,24.5,1.463,4.6,0.2,0.4272696,3.203545
2749,1,2005,2749,28222,13.9,26.6,1.463,3.9,0,0.4281528,1.048318
2750,1,2005,2750,27518,13.9,27.5,1.453,3.9,0.2,0.4290814,1.327566
2751,1,2005,2751,28414,14.7,28.7,1.478,2.8,0.2,0.4300562,0.8832852
2752,1,2005,2752,28973,15,30,1.563,1.5,0,0.4310781,0.5477709
2753,1,2005,2753,25668,15.5,33.3,1.618,2.1,0,0.4321479,1.948927
2754,1,2005,2754,25026,18.4,32.4,1.813,2.1,0,0.4332668,2.113229
2755,1,2005,2755,27576,18,32.6,1.818,2.1,0,0.4344355,0.9461127
2756,1,2005,2756,14978,18.4,25.8,1.683,4.3,0,0.4356553,5.743644
2757,1,2005,2757,18390,16.2,24.7,1.348,4.2,0.2,0.4369271,4.699134
2758,1,2005,2758,19542,13.1,25,1.328,2.5,0,0.4382521,4.280642
2759,1,2005,2759,20227,13.5,25.7,1.388,2.7,0,0.4396315,3.988798
2760,1,2005,2760,22427,13.3,25.1,1.253,2.4,0,0.4410665,3.165539
2761,1,2005,2761,15839,11,25.1,1.353,1.5,0.4,0.4425584,5.445517
2762,1,2005,2762,13090,16.3,29.8,1.728,1.4,0.4,0.4329977,6.198069
2763,1,2005,2763,13246,18.3,26.6,1.773,2.2,0,0.434468,6.130149
2764,1,2005,2764,26428,15.4,29.9,1.668,1.6,0,0.4359931,1.098136
2765,1,2005,2765,24460,16.4,35.5,1.558,3.7,0,0.4375746,1.987941
2766,1,2005,2766,23676,18.6,36,1.603,2.9,11,0.4392137,2.265088
2767,1,2005,2767,14375,19,26.6,1.893,1.5,4,0.4409119,5.686873
2768,1,2005,2768,17859,14.2,24.7,1.453,2.6,6,0.4426705,4.55623
2769,1,2005,2769,21852,12.8,23.6,1.263,2.6,0,0.4444911,3.025693
2770,1,2005,2770,16571,12.3,23.9,1.248,2,7,0.4463753,4.99966
2771,1,2005,2771,10460,14.8,21.3,1.568,3.3,3.2,0.4483247,6.809659
2772,1,2005,2772,22367,12.5,25,1.418,2.8,0.2,0.4503409,2.595317
2773,1,2005,2773,23398,12.1,23.8,1.228,3,0,0.4405791,2.159598
2774,1,2005,2774,25654,11.5,27.4,1.233,2.1,0,0.4425499,1.03408
2775,1,2005,2775,20340,17.1,25.1,1.403,3,0,0.4445856,3.314087
2776,1,2005,2776,13693,15.4,22,1.178,2.8,0,0.4466881,5.805754
2777,1,2005,2777,25791,8.2,21.8,0.978,2.4,0,0.4488591,0.8885306
2778,1,2005,2778,26088,7,25.5,0.988,1.7,0,0.4511003,0.652731
2779,1,2005,2779,23245,10.7,27.5,1.113,2.4,0,0.4534137,1.894402
2780,1,2005,2780,24500,12.4,25.8,1.173,3.2,0,0.4558013,1.175647
2781,1,2005,2781,19121,11.3,28.1,1.288,2.1,0,0.4582649,3.550881
2782,1,2005,2782,19106,13.6,25.8,1.218,2.5,0,0.4608068,3.525631
2783,1,2005,2783,13066,11.5,22.7,1.288,3,0.6,0.4634291,5.788642
2784,1,2005,2784,15337,10.3,21,1.183,3.3,0,0.4531796,4.9603
2785,1,2005,2785,24723,8.5,24.7,1.223,2.6,0,0.4557307,0.5875211
2786,1,2005,2786,23176,8.7,28.6,1.313,1.5,0,0.4583601,1.26542
2787,1,2005,2787,15614,13.4,26.9,1.518,2.1,0,0.46107,4.635428
2788,1,2005,2788,13162,15.3,25,1.508,3,0.6,0.4638626,5.543339
2789,1,2005,2789,16085,13.2,20.9,1.333,3.7,0,0.4667404,4.387426
2790,1,2005,2790,8793,11.7,20.3,1.353,5.3,1,0.4697056,6.957902
2791,1,2005,2791,11519,14.6,22.3,1.418,5.3,0.8,0.4727608,6.042286
2792,1,2005,2792,9535,13.2,20.2,1.503,3.3,4,0.4759086,6.666304
2793,1,2005,2793,14081,14.4,24,1.453,2.5,0,0.4652447,4.982015
2794,1,2005,2794,8486,13.5,22.4,1.553,2.3,4.2,0.4683008,6.942881
2795,1,2005,2795,12145,12,20.9,1.288,1.8,0,0.4714471,5.691146
2796,1,2005,2796,11636,8.1,21.1,1.283,1.2,0.2,0.4746861,5.844471
2797,1,2005,2797,21753,8.7,25.7,1.288,1.9,0,0.4780206,0.9394128
2798,1,2005,2798,23086,10.7,28.2,1.458,1.4,0,0.4814532,0
2799,1,2005,2799,22481,12.1,31.7,1.613,1.3,0.2,0.4849867,0.07605834
2800,1,2005,2800,22538,13.4,33.3,1.493,2.5,0,0.4886243,0
2801,1,2005,2801,15615,16.5,27,1.648,2.9,0,0.4923688,3.745707
2802,1,2005,2802,19613,16.2,29.5,1.678,2.1,0,0.4962234,1.436688
2803,1,2005,2803,20916,16.2,31.7,1.678,1.6,0,0.4847525,0.5023375
2804,1,2005,2804,21085,14.3,32.7,1.638,1.3,0,0.4884854,0.2765214
2805,1,2005,2805,11555,16.3,22.5,1.843,1.4,2.8,0.4923252,5.367426
2806,1,2005,2806,7762,13.7,20.5,1.848,1.5,7.4,0.4962751,6.846509
2807,1,2005,2807,15939,13.9,25.8,1.723,1.4,0,0.5003382,3.039336
2808,1,2005,2808,10978,12.7,25.6,1.693,1.6,0.2,0.5045179,5.492331
2809,1,2005,2809,16584,13.3,26.3,1.608,1.4,0,0.5088175,2.497556
2810,1,2005,2810,8918,12.6,21.6,1.603,2.1,0.4,0.5132406,6.295118
2811,1,2005,2811,7988,13.7,18.2,1.538,1.7,2,0.5177908,6.635757
2812,1,2005,2812,9955,11.7,21.3,1.538,1.9,0,0.5055089,5.770542
2813,1,2005,2813,11391,13.8,23.4,1.633,1.6,0.2,0.5099065,5.0122
2814,1,2005,2814,10234,12.1,22.8,1.553,1.3,0.2,0.5144268,5.532365
2815,1,2005,2815,18895,9.8,26,1.463,1.4,0.2,0.5190735,0.2177716
2816,1,2005,2816,11335,11,22.7,1.413,3.3,6,0.52385,4.887642
2817,1,2005,2817,10962,8.2,15.3,0.923,6.2,0,0.5287601,5.139788
2818,1,2005,2818,13279,6.8,15.7,0.848,5.3,0,0.5338076,3.835181
2819,1,2005,2819,11266,7.9,16.3,0.928,2.9,0,0.5389965,4.83898
2820,1,2005,2820,18150,6.4,19.4,0.913,2.4,0,0.5443308,0.278758
2821,1,2005,2821,18816,4.5,21,0.908,1.9,0,0.5310217,0
2822,1,2005,2822,18563,4,22.3,0.973,1.1,0,0.5361638,0
2823,1,2005,2823,14753,5,25,1.113,1.2,0,0.5414451,2.197469
2824,1,2005,2824,16265,9,24.8,1.183,1.1,0,0.5468694,0.8799966
2825,1,2005,2825,10468,8.8,23.5,1.403,2,1,0.5524405,4.68258
2826,1,2005,2826,9797,14.1,21.4,1.498,1.2,0,0.5581623,4.976023
2827,1,2005,2827,9651,11.5,23.3,1.408,1.5,0,0.5640389,5.005514
2828,1,2005,2828,6732,11.3,18.7,1.363,1.6,0,0.5700743,6.527888
2829,1,2005,2829,7882,11.7,17.7,1.238,2.5,4.2,0.5762728,5.907854
2830,1,2005,2830,9272,5.5,17,1.068,1.2,0.2,0.561692,5.085817
2831,1,2005,2831,5754,11.9,15.5,1.298,2.8,6,0.5676466,6.880643
2832,1,2005,2832,6836,8.9,13.1,1.063,4.6,0.4,0.5737551,6.332824
2833,1,2005,2833,5667,8.4,11.8,1.078,5.3,5.2,0.5800211,6.873536
2834,1,2005,2834,5549,9.8,11.5,1.208,3.6,2,0.5864484,6.8749
2835,1,2005,2835,7292,9.9,15,1.203,2.3,0,0.5930407,5.884563
2836,1,2005,2836,6966,8.3,15.8,1.193,1.6,0.2,0.5998016,6.016156
2837,1,2005,2837,10256,6.2,18.4,1.148,1.1,0.2,0.6067352,3.718211
2838,1,2005,2838,12064,5.1,22.4,1.148,1.1,0,0.613845,2.088551
2839,1,2005,2839,12086,5.2,23,1.168,0.9,0,0.5977256,1.897132
2840,1,2005,2840,14781,5.8,24.2,1.163,1.4,0,0.604523,0
2841,1,2005,2841,14359,7.5,22.5,1.098,3,0,0.6114829,0
2842,1,2005,2842,11306,12.6,21.8,1.083,3.4,0,0.6186082,2.175788
2843,1,2005,2843,10960,7.8,22.3,1.063,1.6,0,0.6259017,2.350781
2844,1,2005,2844,13666,4.9,21.8,1.093,1.1,0,0.6333662,0
2845,1,2005,2845,12582,5.1,23.2,1.158,1.1,0,0.6410042,0.2778886
2846,1,2005,2846,8471,9.6,21.6,1.358,1.2,0,0.6488184,4.057365
2847,1,2005,2847,10331,8.9,20.8,1.218,1.3,0.2,0.656811,2.238142
2848,1,2005,2848,4806,8.9,18.6,1.298,1.6,5.2,0.6388855,6.664975
2849,1,2005,2849,8225,12.7,20,1.448,1.7,0,0.6464759,3.899129
2850,1,2005,2850,8482,8.8,20.5,1.358,1.7,0.2,0.6542244,3.565857
2851,1,2005,2851,5259,12.2,20.7,1.443,3.3,3.2,0.662132,6.175054
2852,1,2005,2852,8124,12.8,21.8,1.493,2.8,3,0.6701993,3.612135
2853,1,2005,2853,5587,11.7,18.2,1.418,1.5,7,0.6784269,5.798507
2854,1,2005,2854,7481,8.2,17.5,1.303,1.2,0,0.6868149,4.063236
2855,1,2005,2855,9253,9.1,21.9,1.278,2.7,0,0.6953632,2.03909
2856,1,2005,2856,11775,9.5,22.4,1.273,1.8,0,0.7040714,0
2857,1,2005,2857,11812,10.3,22.5,1.293,5.4,0,0.7129386,0
2858,1,2005,2858,7781,14.4,22,1.293,5.2,0,0.6923149,3.247714
2859,1,2005,2859,8089,16.3,22.3,1.288,5.4,0,0.700639,2.754679
2860,1,2005,2860,10726,10,22.7,1.318,4.5,0,0.7090916,0
2861,1,2005,2861,5477,15.6,23.1,1.388,4.7,35,0.7176699,5.290454
2862,1,2005,2862,7698,9.7,17.9,1.233,1.3,0.2,0.7263706,2.803295
2863,1,2005,2863,4763,6.5,18.9,1.228,1.8,0.2,0.7351898,5.843489
2864,1,2005,2864,8175,8.5,20.8,1.338,1.9,19,0.7441232,1.813362
2865,1,2005,2865,3658,12.5,13,1.343,1.9,6.2,0.7531658,6.674193
2866,1,2005,2866,8106,6.1,12.2,0.958,2.2,0,0.7623121,1.775948
2867,1,2005,2867,7531,2.1,11.8,0.813,1.1,0,0.7715559,2.482361
2868,1,2005,2868,8294,0.6,16,0.833,0.9,0,0.7808905,1.238232
2869,1,2005,2869,9296,2.5,18.7,0.868,3.1,0,0.7903083,0
2870,1,2005,2870,3450,5.1,12.6,1.033,2.3,6,0.7651079,6.669214
2871,1,2005,2871,3440,6.7,8,0.923,3,0,0.773748,6.652197
2872,1,2005,2872,3465,3.8,8.5,0.823,1.5,0,0.7824279,6.603374
2873,1,2005,2873,3561,-0.1,10.9,0.953,1.6,10,0.7911379,6.442296
2874,1,2005,2874,5644,8,15.3,1.108,1.7,0.2,0.799868,3.952493
2875,1,2005,2875,3194,4.7,6.3,0.853,1.6,0,0.8086072,6.716676
2876,1,2005,2876,3221,4.6,7,0.843,1.1,0,0.8173439,6.651301
2877,1,2005,2877,3113,3.8,9.4,0.898,2.2,0.5,0.8260659,6.70368
2878,1,2005,2878,6349,0.2,5.8,0.643,2.4,0,0.8347603,2.727925
2879,1,2005,2879,5919,-2.2,3.4,0.568,2.1,0,0.8434135,3.295379
2880,1,2005,2880,7481,-2.5,5.9,0.513,2.2,0,0.8520114,0.7074942
2881,1,2005,2881,4342,-4.8,1.6,0.483,1.4,0,0.8605392,5.274246
2882,1,2005,2882,6098,-3.7,4.9,0.558,2,0,0.8689813,2.692679
2883,1,2005,2883,8144,-0.4,4.9,0.528,5.8,0,0.877322,0
2884,1,2005,2884,6561,-0.9,4.7,0.473,6,0,0.8456998,1.760556
2885,1,2005,2885,4590,-3.2,1.6,0.483,3.3,5,0.8529965,4.689609
2886,1,2005,2886,3876,-1,2.8,0.578,2.4,0.8,0.8601484,5.524796
